Date,User,Tweet,Target
2023-04-17 06:15:12+00:00,RestituteUk,"Parents face pressure to maintain their child’s attendance &amp; attainment &amp; attempt to encourage, cajole &amp; insist that their child continues with education as before.
Read more about topics relating to sexual &amp; violent #crimes &amp; #education on our website https://t.co/5d3KqlnNtT #RT https://t.co/eTnNbjLiKt",0
2023-04-17 06:00:33+00:00,FinancialWorld9,Former Indian Lawmaker Killed in Dramatic Attack Captured on Live Television: n a shocking turn of… https://t.co/LGpWTbnmtq #crimes #India,0
2023-04-17 05:59:32+00:00,jaicriminology,#crimes #CrimesAgainstHumanity #LawAndOrder #law #Sociology #criminology #victimolgoy #victims #police Please visit https://t.co/hWGOHbJY8t https://t.co/HkHjdtcuKA,0
2023-04-17 05:33:21+00:00,MNadjaf,"""... Je sais aussi qu’un jour viendra où les ténèbres qui recouvrent notre pays se dissiperont...

Notre société ouvrira alors les yeux 

et sera horrifiée par les #crimes terribles qui ont été commis en son nom.""

6/8",0
2023-04-17 05:23:21+00:00,nancy0913dc,"@erbmjha #Coward word suits only BJP people like #Modi #Shah who work behind #GodiMedia &amp; not @INCIndia  BJP Modi is scared of @RahulGandhi that's why all type of #Nautanki started #Congress is fearless 
#PulwamaAttack #arrestModi for all #crimes &amp; #Hate spreading @SCofIndia @pbhushan1",0
2023-04-17 05:00:33+00:00,artbybabad,"I saw images of #Ukraine #residences #bombed by #Russians. #Dead  #Civilians were being removed from the ruins. No acceptable excuses from Russians, #countries and #organizations that #support these #war #crimes.",0
2023-04-17 04:53:39+00:00,sanjeevhapur,"#Opposition_statements

Asad was just 19 
Shaista is a graduate 
Musalman ko mar diya

What these has to be their #crimes? 

Sahem.",0
2023-04-17 02:50:00+00:00,JagranNews,"अतीक के 10 कारनामे जिन्होंने बटोरी सुर्खियां, गुंडागर्दी ऐसी कि मायावती ने मान ली थी दुश्मनी  

#AtiqueAhmed #AshrafAhmed #Mafia #Crimes #Prayagraj @Uppolice 

https://t.co/x3Sw19IvOh",0
2023-04-17 02:20:22+00:00,madhyamam,താമരശ്ശേരിയിൽ പ്രവാസിയെ തട്ടികൊണ്ടുപോയ കേസിൽ നാല് പേർ അറസ്റ്റിൽ #expatriateabduction #pravasi #thamarassery #crimes https://t.co/LWaw2Z7QQ2,0
2023-04-17 00:56:56+00:00,SolangeJesamari,@Armenia_Better @anitablian #SanctioAliyeve #CRIMES,0
2023-04-17 00:16:57+00:00,SudsierStar9,"I tried a bottle @SnoopDogg 19 Crimes Cali Red. It pair good with beef wellington potato chips, and definitely tastes better when I'm high
#19crimes #wine #snoopdogg
#calired #snoop #dogg #crimes #redwine #weed #smoke #drink #pot #marijuana #sellout https://t.co/A8lG4vx5Up",0
2023-04-16 23:55:00+00:00,interdamazonia,"#Alemanha tem provas de centenas de #crimes de guerra na #Ucrânia
https://t.co/pBLkPqHf2L",0
2023-04-16 23:50:54+00:00,Marathonpundit,Let's go Brandon: Chicago exodus accelerates as Walmart closes four stores https://t.co/b51o71iM51 #chicago #crime #twill #crimes #Illinois #CrimeNews #Illinois #business #LetsGoBrandon,0
2023-04-16 23:35:46+00:00,Marathonpundit,"From Da Tech Guy, Let’s go Brandon: Chicago exodus accelerates as Walmart closes four stores https://t.co/822BxyHYYh #Walmart #crimes #chicago #crime #BrandonJohnson #Illinois #twill #CrimeNews #Retail",0
2023-04-16 23:33:03+00:00,Lxnn29,@Twitter Fam go check out @EvilleCJ live show. Never a dull moment. #AmericaFirst #News #Crimes,0
2023-04-16 22:01:22+00:00,AllieKnight_X,"‘No apology’: Megyn Kelly tears into trans protesters who ‘kidnapped’ an... https://t.co/0rWMeYplbR via @YouTube
#criminalacts #crimes #RileyGaines",0
2023-04-16 21:57:06+00:00,DeepBlueCrypto,#Inflation #Drugs #Crimes #StoreTheft all left San Francisco like an unlivable zombie ghost town https://t.co/pBhHbhw24z,0
2023-04-16 21:51:55+00:00,Patykapy,"#RDC 3/3 #crimes  oubliés :""Certaines des victimes ont ensuite été tuées par balle et d’autres sont mortes brûlés vives ds une maison. Plusieurs corps ont été jetés ds la rivière Mweso. D’autres ont été inhumés ds une fosse commune derrière la paroisse de Mweso"" #RapportMapping",0
2023-04-16 21:51:54+00:00,Patykapy,"#RDC 2/3 #crimes  oubliés :""Les victimes, pour la plupart des Banyarwanda hutu, étaient en route pour le marché de Kabizo lorsque les militaires, basés sur la colline Kilumbu, leur ont demandé de venir assister à une réunion publique"" #RapportMapping  #ONU #DRCongo  #HumanRights",0
2023-04-16 21:51:54+00:00,Patykapy,"#RDC 1/3 #crimes  oubliés :""Vers le 16 avril 1997, des éléments de l'AFDL/APR ont massacré une centaine de civils à Mweso"" #RapportMapping  #UnitedNations  #DRCongo  #HumanRightsViolations  #HumanRights 

#Justice pour les victimes.
#NoJusticeNoPeace !",0
2023-04-16 21:37:33+00:00,RiosRosineide,"@SenadoFederal Os #Crimes estão sendo camuflados enquanto #brasileiros clamam por #Justiça 
Estão nos enfiando guela abaixo #CrimeOrganizado #PCC #MST #Zanin Impedimento de #CPMI 
E aí, o que estão fazendo a respeito?",0
2023-04-16 19:47:21+00:00,Nash_usman123,"If you say nothing this will be you one day.

#protect #mother #feom #Israel #crimes #IsraeliApartheid #worst #human",0
2023-04-16 19:19:29+00:00,sarahlmull82,"#FarRight In #Ireland Were Right ✅ 

Lots Of #Raping #SexualOffences &amp; #Murdering 

Due To #OpenBorders

#Crimes Rising ⬆️ 

#IrelandIsFull

https://t.co/PK9W3I1mZ1",0
2023-04-16 18:42:10+00:00,SevinjShener,"@Doranimated That is 🇦🇲trait of committing #crimes  based on ethnic, racial, and religious grounds, burning flags, occupying foreign lands,  and appropriating culture, history, and even values ..lol, they enjoy prevailing impunity and lack of public condemnation at the international level",0
2023-04-16 18:20:07+00:00,malfletcher,"😮⚖️ AI Law Courts. We may soon see more of this if we don't set clear #ethics standards for #AI's development! Watch...

 #Futurist  #court #crimes #artificialintelligence #justice  #police #law https://t.co/CzypFJYFr7",0
2023-04-16 16:47:30+00:00,ALI_ALSHUAILI_,"العقيدة الصحيحة وحدها التي تمنع الجريمة وتحقق السلام بإذن الله.
#الدين_الحياة
#crimes",0
2023-04-16 16:12:49+00:00,PiquePenelope,than solutions. Corruption is why the #homeless problem will never be solved. Corruption is why some #crimes go unpunished. Corruption is why some causes receive #attention and #resources and #funding.,0
2023-04-16 16:00:11+00:00,histoiretv,"Un épisode spécial d'#ItinéraireDunCrime en deux parties vous attend sur #HistoireTV

⏰ Horreur à Notting Hill à suivre à partir de 20:50
#histoire #crimes #tueurensérie #nottinghill https://t.co/VSvDwUPdFo",0
2023-04-16 15:55:40+00:00,yashsojitra000,"every #Mafia, #don, #Gangsters and #Criminals should remember that no matter how good their time is in the beginning but the end will be #painful..criminals should learn from the #Incident of #AtiqueAhmed  of #up. 

#learning #uttarpardesh #Prayagraj #Encounter #Police #Crimes https://t.co/sF6NyCZnDJ",0
2023-04-16 15:40:21+00:00,Abogato_Draws,"never try to do tricks on the bike if you have someone behind...
#Gregg #Bea #BeatriceSantello #GreggoryLee #NITWGregg #Crimes #NITW #nightinthewoods #NITWMae #nitwfanart #nitwstyle #nitwartist #furry #furryart #furryartist #nitwfanart #lookingforartist #opencommissions https://t.co/YM1ASIsnPi",0
2023-04-16 15:38:59+00:00,brendaoncats,If #lawenforcement wants a #shortcut to solving #crimes then my suggestion is to look at #cathaters.  They have done stuff that merits your examination and they are all but confessing it when they want to or are caught killing cats.  #crimes #crime #mystery #crimestoppers #cat,0
2023-04-16 15:19:54+00:00,BombshellDAILY,"JORDAN MUST NOW DEFEND HIS LAWLESSNESS TO A JUDGE
No longer hyperbolic vitriol, Bragg drags Congressmen Jordon into a criminal proceeding. #defense #crimes #obstruction 
https://t.co/2AcCWNiUY6",0
2023-04-16 14:23:59+00:00,Dawoodpotojamal,"Two #women shot dead near #Qambar bypass:

My #Report for #PPI: 

#Larkana #Sindh #CrimesAgainstHumanity
#criminals #CrimeStoppers #crimes  https://t.co/tEkqhGYpfM",0
2023-04-16 14:03:02+00:00,expatimes,"Crackdown on illegal expats nets 30 expats for various crimes
———

The ongoing security operations led by the Ministry of Interior have result...
#Crime #crackdown #Crimes #expats #Illegal #nets
Full Article:
...
https://t.co/Q409Hw8Ccm",0
2023-04-16 13:52:54+00:00,cultureafricana,Yahoo Boy Reveals How He Spent N225m Collected From British Lady https://t.co/05DaC7siWD #britishwoman #crimes #efcc #fraud #yahooboy,0
2023-04-16 13:05:43+00:00,X_161927A,"Digest3-2
Criminals who planned international terrorism had gotten together in #Higashigaoka, #Meguro-ku, #Tokyo.
#Japan #MPD #crimes #日本 #犯罪 #国際テロ #皇族 #汚職 #政治 #警察 #ICC #FBI #UN #UnitedNations #Interpol #HumanRights #InternationalTerrorism #BREAKINGNEWS #NEWS",0
2023-04-16 13:02:07+00:00,X_161927A,"Digest3-14
And therefore, these fraudulent acts are possible to prove that the #MPD of #Japan committed #crimes in an organized manner.
#Tokyo #犯罪 #皇族 #汚職 #政治 #警察 #ICC #FBI #UN #UnitedNations #Interpol #HumanRights #InternationalTerrorism #BREAKINGNEWS #NEWS",0
2023-04-16 12:54:53+00:00,X_161927A,"Digest2-9
Mass crimes by citizens and politicians were also committed in universities and other schools (educational institutions), where perjury was abetted to cover up the #crimes.
#Tokyo #Japan #MPD #皇族 #警察 #ICC #FBI #UN #UnitedNations #Interpol #InternationalTerrorism",0
2023-04-16 12:46:26+00:00,X_161927A,"【Digest(1): #Crimes of The Metropolitan Police Department (esp. #Tokyo) of #Japan and those who commit despicable acts that trample #HumanRights.】
#MPD #ICC #FBI #UN #UnitedNations #Interpol #InternationalTerrorism #Rights2023 #CrimesNews #Persecution https://t.co/0W8SVDfyeM",0
2023-04-16 12:44:23+00:00,X_161927A,"Digest-5
Politicians and the masses committed mass crimes and shared those #crimes with Organizations that cause #rape in groups.
#Japan #ICC #FBI #UN #UnitedNations #INTERPOL #HumanRights #MPD #Tokyo #犯罪 #NEWS #皇族 #汚職 #政治 #警察 #InternationalTerrorism #BREAKINGNEWS",0
2023-04-16 12:35:33+00:00,X_161927A,"【About International Terrorism Plot Planned in Higashigaoka】
#Japan #MPD #crimes #Tokyo #虚偽公文書作成 #日本 #犯罪 #国際テロ #汚職 #政治 #警視庁 #警察 #ICC #FBI #UN #UnitedNations #HumanRights #InternationalTerrorism #Interpol #Rights2023 #News https://t.co/0W8SVDfyeM",0
2023-04-16 12:27:36+00:00,X_161927A,"【The Metropolitan Police Department of #Japan abetting criminals.】
#MPD #crimes #Tokyo #虚偽公文書作成 #日本 #犯罪 #国際テロ #汚職 #政治 #警視庁 #警察 #ICC #FBI #UN #UnitedNations #HumanRights #InternationalTerrorism #Interpol #Rights2023 #News https://t.co/0W8SVDfyeM",0
2023-04-16 12:25:05+00:00,X_161927A,"D-1
Mass crimes by citizens and politicians were also committed in universities and other schools (educational institutions), where perjury was abetted to cover up the #crimes.
#Japan #MPD #Tokyo #犯罪 #皇族 #汚職 #政治 #警察 #ICC #FBI #UN #UnitedNations #HumanRights #News",0
2023-04-16 12:22:46+00:00,X_161927A,"【The #MPD of Japan is cooperating with Organizations that cause #rape and Politicians for #crimes.】
#Japan #ICC #FBI #UnitedNations #HumanRights #Meguro #Tokyo #日本 #東京 #犯罪 #国際テロ #汚職 #政治 #警察 #InternationalTerrorism #Rights2023 #News",0
2023-04-16 12:15:06+00:00,X_161927A,"G-6
The evidence clearly shows that the #MPD of #Japan has been assisting criminals in #crimes by creating false official documents that falsified the content of the victim’s claim.
#International #Terrorism #虚偽公文書作成 #犯罪 #国際テロ #汚職 #政治 #警視庁 #警察 #ICC #FBI #UN",0
2023-04-16 12:14:56+00:00,X_161927A,"G-7
Police officers in the #MPD of #Japan have been committing malicious criminal acts to cover up their #crimes.
#Tokyo #虚偽公文書作成 #日本 #東京 #犯罪 #国際テロ #汚職 #政治 #警視庁 #ICC #FBI #UN #UnitedNations #HumanRights #InternationalTerrorism
https://t.co/0W8SVDfyeM",0
2023-04-16 12:14:35+00:00,X_161927A,"G-9
And therefore, these fraudulent acts are possible to prove that the #MPD of #Japan committed #crimes in an organized manner.
#Tokyo #虚偽公文書作成 #日本 #東京 #犯罪 #国際テロ #汚職 #政治 #警視庁 #警察 #ICC #FBI #UN #UnitedNations #HumanRights #InternationalTerrorism",0
2023-04-16 12:12:40+00:00,lauramkeith,Multiple #Crimes took place #TheftbyDeception from Breeder who disguised friendly offer to dog-sit #Forgery on alleged surrender of ownership-40 year expert verifies in full report @NewJerseyOAG A #criminalinvestigation is URGENT! #STOLENDOG #MatawanNJ #News12NJ #Dogsarefamily 💔 https://t.co/mBpi7aPE2l,0
2023-04-16 11:59:06+00:00,bembelly,"Coucou les identiTarés #AntiGauche qui ont fait de l’#antisemitisme (imaginaire) une #arme politique. On attend vos plates excuses hein @PrintempsRepub &amp; Cie? 
◼️Oui Jeremy #Corbyn lé innocent 
#BandeDeCons #ReceleursDAttentats &amp; autres 
#Crimes #ProfitoSituationnistes #Corbeaux!",0
2023-04-16 11:35:51+00:00,Pimpomme1,🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 @GDarmanin @EmmanuelMacron #France #ViolencesPolicieres #CrimesAgainsHumanity #crimes 🇫🇷,0
2023-04-16 11:31:48+00:00,thecentrummedia,A recent study conducted by the #Islamabad Policy Research Institute explored the motivations behind religious-based violent #crimes and gender-based violent crimes. Security Analyst @FaizanFakhar6 explains what contributes to the rise of #violence and the legal loopholes that… https://t.co/t9WCPu99dq,0
2023-04-16 09:39:00+00:00,LionelCamy,"Retrouvez-moi ce dimanche après-midi à 17h sur ma chaîne YouTube pour une vidéo sur des affaires criminelles au Mexique. 😎🌴🇲🇽
Pour accéder à la chaîne : https://t.co/tRnKXTfwqK
#crimes #cancun #mexique #youtube https://t.co/SxlUVwZYNA",0
2023-04-16 07:27:06+00:00,DrManojDash,"Now it appears rather more convincingly, criminals of different kinds &amp; colours have always been successful in capturing power to keep the economically &amp; socially marginalised away from power or attaining dignified standards of living. #crimes #criminals #POWER #India #Democracy",0
2023-04-16 06:01:56+00:00,BemusedAnAmused,#Crimes,0
2023-04-16 05:49:36+00:00,SarmaWay,"Every Indian must see this picture clearly how Poor, illiterate people are misguided, brain washed, provoked to commit crimes in India  nowadays. STOP 🛑 this now for tomorrow. Don't vote for these politicians or, choose NOTA #Elections2024 #IndianPolitics #crimes #uttarpardesh",0
2023-04-16 04:00:01+00:00,DerrickRBickley,"""A well-written #crimethriller with plenty of twists and turns"" FIVE/FOUR star https://t.co/oBRzIvACj6 THE HIT-AND-RUN MAN at #Kindle or your favourite digital store plus  PAPERBACK HARDBACK AUDIOBOOK and other formats #NextChapterPub #crimefiction #mustread #pageturners #crimes https://t.co/gwsf2p4IyB",0
2023-04-16 02:54:56+00:00,Nation_First_1_,"@asadowaisi @warispathan @MahuaMoitra @yadavakhilesh @aimim_national People like #AtiqAhmed #AtiqAhmad who are convincted for #crimes, has dozens of #criminals cases against him, has been a #gangster #Criminal for decades. 
@asadowaisi of @aimim_national
bringing #religion into the matter obviously dents image of #Islam #Muslims greatly",0
2023-04-16 02:45:09+00:00,Mortheous,"One of the reasons why I'm a nonpracticing #Catholic: 
The CHURCH has a history of covering up #CRIMES!! This is just one example...
https://t.co/Bdaz3JZzOY",0
2023-04-16 01:36:53+00:00,ELiboa82,"@FlavioDino Dinossauro a pergunta é pertinente, quando vc é seu chefe diga se de passagem dois #bandidos vão também pagar pelos seus #crimes, pois cabe vcs também serem enquadrados na lei, tendo em vista que são dois #meliantes",0
2023-04-16 01:23:06+00:00,YulTolbert,Being in #politics is one of the #BestWays to get away with #crimes and #ImmoralActs.,0
2023-04-16 01:09:07+00:00,bbcnewstelugu,"యూపీ పోలీసులు తెలిపిన వివరాల ప్రకారం.. దాడికి పాల్పడిన వారు జర్నలిస్టుల వేషధారణలో వచ్చారు. కెమెరాల ముందే వీరిని దుండగులు హత్య చేశారు. ఈ దాడికి పాల్పడిన ముగ్గురిని అరెస్టు చేశారు.
https://t.co/m8omaJgv3j
#UttarPradesh #YogiAdityanath #Crimes #gangster #AtiqAhmed",0
2023-04-16 00:41:24+00:00,kashifraza1,"@realZalmayMK Our politicians shouldn't commit such #crimes to allow any1 to quote as example of #corruption at any platform whether it's social media or educational chapters
The opponents of #ImranKhanForPakistan only have got personal issues but have no corruption proofs against him
#مہنگائی https://t.co/iEU2VHFKID",0
2023-04-15 23:10:38+00:00,a_marabelle,".Oubliez la scientologie, les célébrités se laissent séduire par une “religion” encore plus sinistre.

https://t.co/59FPpTIllm

#Satanisme #Mondialisme #Nazisme #Pédocriminalité #Dépravation #Crimes #Renaissance #Macron #PS #FM 
https://t.co/ffSF88ZcYG",0
2023-04-15 23:09:15+00:00,Marathonpundit,From Wirepoints: It will take exceptional political courage to end Chicago’s ‘crisis of values.’ Good luck https://t.co/yY8gj1goOq #chicago #crime #twill #crimes #Illinois #CrimeNews,0
2023-04-15 23:05:16+00:00,OffLalanne,".Oubliez la scientologie, les célébrités se laissent séduire par une “religion” encore plus sinistre.

https://t.co/drmF6k98Jf

#Satanisme #Mondialisme #Nazisme #Pédocriminalité #Dépravation #Crimes #Renaissance #Macron #PS #FM https://t.co/slwWSsLV9t",0
2023-04-15 22:52:49+00:00,ZkFranks,"@DeanObeidallah We sure it wasn’t because @Mike_Pence surmises that #massshootings &amp; #massmurders aren’t #crimes???
Actually, I’m sure the boos weren’t for that
Never mind",0
2023-04-15 22:33:05+00:00,SAlyamanya,#Macron's crimes French police #crimes,0
2023-04-15 22:20:41+00:00,Unsnappedbasher,"Any @Muslim with #KNOWLEDGE of #Islam #Defend #Allah Against @ProphetArabian ?
If your #Religion is #Strong #True and full of #Wisdom then be #Brave and #Stepup and clear #Mohammad of his #Crimes and being a #Fake #Prophet !!
Any #Sheikh 
Any #Muslim
https://t.co/NGY0ekataZ 🕋-✝️",0
2023-04-15 22:16:52+00:00,Kristin62444837,Yup. But I feel #Something has #changed #Tennessee #citizens have had #enough. The #lies &amp; #crimes are so obvious now that there are few that will be fooled. #NeverVoteConservative,0
2023-04-15 22:10:47+00:00,RisingKashmir,"The #Dawn Of A #New #Era…!

The #Delhi #Commission for #Women has in #view of the #current #situation, taken #cognisance of the #alarming #number of #crimes against #women

Writes DR. SWATI JINDAL GARG

https://t.co/FXVjIueQmC https://t.co/wRpicUzije",0
2023-04-15 21:31:56+00:00,danajaber88,"#Israel is accustomed to presenting itself in the role of the victim, and the world sympathizes with it despite their good knowledge that it is #racist and takes its #crimes against the #Palestinians under the pretext of #self_defense",0
2023-04-15 20:56:21+00:00,IvanLuksicLIB,"@PMSimferopol Why would I visit #Russia if I want to see #Crimea? 
Or did you mean #Crimes?",0
2023-04-15 20:07:50+00:00,sn00pdad,"#EricAdams has #failed the people of #NewYorkCity despite what claims.

Major #crimes in #NYC were up 22% last year. It shows no sign of slowing down. #NewYorkCityNotSafe https://t.co/lfE4JixJVM",0
2023-04-15 19:35:13+00:00,underchadsspell,"@DonaldJTrumpJr @Jim_Jordan is the poster boy for a #GOP hell-bent on destroying our #democracy by shielding #Trump from accountability for his #crimes. It's no longer a #political party, just a #cult of Trump #sycophants wedded to #whitesupremacy. No #American with a brain believes Jordan #Ohio https://t.co/5ERGcul2ix",0
2023-04-15 17:59:12+00:00,YashRakeshKumar,"Many questioning the law and order under @myogiadityanath government, after #AteekAhmad &amp; #AshrafAhmed #murder

Crime rates in UP have fallen drastically and are close to historical lows. 

When #criminals &amp; #mafia are killed, who would commit #crimes.",0
2023-04-15 17:24:30+00:00,LorenziKarine,#crimes c'était mieux avec @morandiniblog 😞😞,0
2023-04-15 17:02:43+00:00,le_4eme_pouvoir,"🇨🇲[#Crimes à #Mvan] Deux #assassins #présumés aux arrêts

Les 2 individus aux arrêts par les forces de l'ordre, ont été filmés en pleine tentative de reconstitution des faits relatifs à l'assassinat d'une jeune femme à #Yaoundé. 

Lire la suite ici ⬇️
https://t.co/IBGNMV1TwW https://t.co/PwMyAEjHoI",0
2023-04-15 16:33:11+00:00,growthinktank,"Mardi, @MYParlimen a adopté un ensemble de lois qui permettrait de révoquer l’utilisation de la #peine de mort obligatoire pour la majorité des #crimes commis dans le pays. #GROW salue ce premier pas et espère un engagement pour son abolition définitive.",0
2023-04-15 16:33:10+00:00,growthinktank,"Mardi, les forces armées du #Myanmar ont perpétré une #attaque aérienne dans la région de #Sagaing, tuant jusqu’à 100 civil.e.s dont des #enfants. Cette attaque s’ajoute à l’éventail de #violations des droits humains et #crimes commis par la #junte au pouvoir depuis février 2021.",0
2023-04-15 16:31:00+00:00,growthinktank,"On Tuesday, @MYParlimen adopted a package of laws that would revoke the use of the mandatory #death penalty for the majority of #crimes committed in the country. #GROW welcomes this first step and hopes for a commitment to its permanent abolition.",0
2023-04-15 16:30:59+00:00,growthinktank,"On Tuesday, #Myanmar's armed forces carried out an #air raid in the #Sagaing area, killing up to 100 civilians including #children. This attack adds to the range of #human rights abuses and #crimes committed by the ruling #junta since February 2021.",0
2023-04-15 13:37:07+00:00,FkJoeByeDone,"#StreetThugs should not be #StateRepresentatives, and #StateRepresentatives should not be #thugs. 

#BanJusticeJones &amp; #BanJusticePearson. Both #JusticeJones &amp; #JusticePearson are #criminals, that belong in #StatePrison. Let them #pay for their #crimes. #FuckingPunks. #Punks.",0
2023-04-15 13:33:04+00:00,FortnerCharles,"@KenPaxtonTX 
#Indict Alejandro Mayorkas for his #Crimes",0
