,Tweets,id,len,date,source,likes,retweets
208,"WANTED FOR ROBBERY:  On Monday April 18, 2022 at Approx. 4:00 A.M., inside of Motto By Hilton located at 113 W 24 St. @NYPD13Pct  a unknown individual forcibly removed a bottle of liquor from a hotel employee.  Call us at 800-577-TIPs https://t.co/jVsdPdvbR1",1517953785737457666,258,2022-04-23 19:49:19+00:00,Twitter Web App,33,31
209,"WANTED FOR AN ASSAULT:  ON Thursday April 21, 2022 at approx.. 2:38 A.M. in front of 670 Castle Hill Ave. @nypd43pct a unknown individual fired shots from a white BMW striking a 17 year old in the stomach causing serious physical injury. Call us at 800-577-TIPS https://t.co/E1iD1HBhGn",1517952046107877376,285,2022-04-23 19:42:24+00:00,Twitter Web App,38,33
210,"Just posted a photo @ Brooklyn, New York https://t.co/TrCLL2kMYB",1517440386247102465,64,2022-04-22 09:49:15+00:00,Instagram,4,8
211,"WANTED ROBBERY: On 4/14/22 @ 7:30 PM, inside 12 Dongan Pl the victim was delivering food &amp; was approached by unknown individuals who displayed a firearm assaulted &amp; removed property from the victim Call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/QlipC9OMNX",1517412326894354433,306,2022-04-22 07:57:45+00:00,Twitter Web App,48,44
212,https://t.co/O9bHre64n5,1517384637533802496,23,2022-04-22 06:07:43+00:00,Twitter Web App,4,7
213,WANTED ROBBERY/SEX ASSAULT: On 3/27/22 @ 6:10 AM Clarkson St &amp; West St the victim was jogging when approached by the unk individual who sexually assaulted &amp; removed property from the victim @NYPD6PCT Any info call us at 800-577-TIPS or post on our website https://t.co/TRPPY5zHV2 https://t.co/57N1vulwB8,1517384633817706496,311,2022-04-22 06:07:43+00:00,Twitter Web App,10,21
214,"WANTED SEX ABUSE: On 4/21/22 @ 7:00 AM, @ the Cortlandt St subway station a 22-year-old victim was approached by the unknown individual who rubbed her thigh and exposed himself @NYPD1PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/BCfWkaZvvU",1517382142778658817,296,2022-04-22 05:57:49+00:00,Twitter Web App,15,19
215,"WANTED CRIMINAL MISCHIEF: On 4/18/22 @ 12:20 AM, outside St. Andrew’s Episcopal Church the individual caused damage to property at the location @NYPD121PCT Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/WQpG1UxvVQ",1517380717839327233,298,2022-04-22 05:52:09+00:00,Twitter Web App,11,14
216,"WANTED BURGLARY: On 4/17/22 @ 2:05 AM, vicinity of 37 Ave &amp; 73 St the individual forcibly entered a multi-unit residential building &amp; removed packages @NYPD115PCT Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5i6ws Reward up to $3,500 https://t.co/HbDg9WcAnk",1517379532667252737,312,2022-04-22 05:47:26+00:00,Twitter Web App,13,11
217,"WANTED FORCIBLE TOUCHING: On 4/21/22 @ 11:47 AM, inside New Utrecht Ave subway station the individual approached a 17 year-old victim touching the victims thigh @NYPD62PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/Pef7B3je04",1517378307209244672,302,2022-04-22 05:42:34+00:00,Twitter Web App,10,12
218,"WANTED for RECKLESS ENDANGERMENT: On 3/31/22 @ 6:37 PM, vicinity of Fulton St &amp; Warwick St the individual discharged a firearm causing risk to individuals @NYPD75PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/S9cO5xFpl8",1517376534251806723,300,2022-04-22 05:35:31+00:00,Twitter Web App,8,10
219,"Just posted a photo @ Manhattan, New York https://t.co/3Mvm5TT3nA",1517039752553373699,65,2022-04-21 07:17:16+00:00,Instagram,8,9
220,"🚨WANTED for RECKLESS ENDANGERMENT: On 4/17/22, front of 411 Beach 54 St @NYPD101PCT Queens. One of the suspects fired a gun at a group of individuals then passed the gun to the other suspect.  Any info call us at 800-577-TIPS or go to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/lK7G8WbIDf",1516968697956601857,303,2022-04-21 02:34:56+00:00,Twitter Web App,29,27
221,***ADDITIONAL IMAGES*** https://t.co/pLuWqkImz6,1516935372269305857,47,2022-04-21 00:22:30+00:00,Twitter Web App,8,6
222,"🚨WANTED Att. ASSAULT PATTERN: 4/14 &amp; 4/19/22, vicinity of 54-22 Beach Channel Dr. &amp; 310 Beach 54 St @NYPD101PCT Queens.  The suspects shoot into crowds with no reported injuries.  Any info call us at 800-577-TIPS or use our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/amxui5uSkd",1516935366791602177,310,2022-04-21 00:22:29+00:00,Twitter Web App,15,19
223,***ADDITIONAL IMAGE*** https://t.co/1uVg0vN4Kq,1516933108100214786,46,2022-04-21 00:13:30+00:00,Twitter Web App,8,7
224,"🚨WANTED-HOMICIDE: 4/16/22 at approx. 9:53 PM, front of 117-09 Guy r Brewer Blvd @NYPD113PCT Queens.  Two suspects shot into a group of males striking a 48 year-old male victim in the head.  Any info, call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/W2HXdQageL",1516933103301935111,302,2022-04-21 00:13:29+00:00,Twitter Web App,33,33
225,"🚨Isaiah Metz 22 years of age was arrested for Assaulting a Police Officer that occurred On Tuesday April 19, 2022 at Approx. 4:15 A.M, inside of a shelter located at 257 West 30 St.  #yourcityyourcall https://t.co/2MHePOHkza",1516668962267967492,224,2022-04-20 06:43:53+00:00,Instagram,16,8
226,"Just posted a photo @ Brooklyn, New York https://t.co/f7tU4dD3DP",1516664754244231170,64,2022-04-20 06:27:10+00:00,Instagram,7,4
227,🚨WANTED🚨for an Assault in the vicinity of E183 St &amp; Crotona Ave #thebronx @NYPD48Pct on 4/19/22@ 11:24A.M individuals inside of a stolen Honda Accord with NY plate KSE-3564 shot the victim in the leg.💰Reward up to $3500 Know them?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/BGrhZERNII,1516657283949907972,303,2022-04-20 05:57:29+00:00,Twitter Web App,41,34
228,🚨WANTED🚨for Public Lewdness ‘6’🚆traveling from the Parkchester Ave station #thebronx @NYPD45Pct on 4/12/22@ 1:15A.M the individual exposed his penis and began to masturbate in front of the victim.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/vOhLDSYlsv,1516653822868926467,300,2022-04-20 05:43:44+00:00,Twitter Web App,55,46
229,🚨WANTED🚨for an Assault in the vicinity of Beverley Rd and E16th St #Brooklyn @NYPD70Pct on 4/19/22@ 6:05A.M The individual pushed the victim &amp; slashed him in the face multiple times with a knife.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/JQuhLD8Q2N,1516651971255705607,303,2022-04-20 05:36:22+00:00,Twitter Web App,27,31
230,🚨WANTED🚨for an Assault in front of 194-05 Linden Blvd #Queens @NYPD113Pct on 4/19/22@ 12:30P.M two unidentified males with handguns exchanged gunfire💰Reward up to $3500 Know who they are?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/tbl2TW8BHD,1516650199728414724,256,2022-04-20 05:29:20+00:00,Twitter Web App,104,68
231,🚨WANTED🚨for a Robbery inside of 176 Albany Ave #Brooklyn @NYPD77Pct on 4/7/22@ 1:40A.M The individual att. to leave the store with beer without paying slashing the store clerk in the face &amp; fled.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/zv2IYmiwIB,1516648444915601412,303,2022-04-20 05:22:21+00:00,Twitter Web App,21,23
232,"🚨WANTED-ASSAULT On 4/10/22 at approx. 8:15 PM, front of 79 Market St @NYPD5PCT Manhattan.  The suspect pushed a 68 year-old male victim from behind causing him to fall, &amp; sustain an injury. Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/b6W62RI2tq",1516641710922768387,307,2022-04-20 04:55:36+00:00,Twitter Web App,24,32
233,"🚨WANTED🚨for a Burglary @ 222 Hoyt St #Brooklyn @NYPD76pct on 4/2/22@ 4:46A.M The individual entered Brooklyn Taste &amp; Deli, by throwing a rock through the glass &amp; taking tobacco products.💰Reward up to $3500 Know who he is?☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/2F51SFBdqc",1516640642788646913,298,2022-04-20 04:51:21+00:00,Twitter Web App,23,22
234,"🚨WANTED-BURGLARY: 4/17/22 at approx. 11:30 PM, vicinity of Fresh Pond Rd &amp; 71 St @NYPD104PCT Queens.  The suspect unlawfully opened mailboxes &amp; took its contents from a residential bldg.  Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/8ndRofweCu",1516640151249821696,309,2022-04-20 04:49:24+00:00,Twitter Web App,9,8
235,"🚨WANTED for GRAND LARCENY: On 3/19/22 at approx. 3AM, @NYPD13PCT Manhattan.  The suspect snatched a 38 year-old male victim's phone &amp; chain.  Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/Vaoalo9ZsE",1516638680907194373,290,2022-04-20 04:43:33+00:00,Twitter Web App,44,43
236,***ADDITIONAL IMAGE*** https://t.co/fNtFZ9XC0J,1516637386901491718,46,2022-04-20 04:38:25+00:00,Twitter Web App,8,9
237,"🚨WANTED for BURGLARY: On 3/14/22 at approx. 6:10 PM, inside 610 Exterior St  @NYPD44PCT Bronx.  The suspects unlawfully entered a commercial parking garage &amp; stole a red 2021 Honda CRV.  Any info call us at 800-577-TIPS or go to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/1Ml26ge4NS",1516637382724001792,303,2022-04-20 04:38:24+00:00,Twitter Web App,10,11
238,"🚨WANTED-ROBBERY: 3/22/22, approx. 11:45 PM, at 5100 Avenue U @NYPD63PCT Brooklyn. The suspect displayed a gun handle to the clerk at the Gateway Newsstand &amp; removed cash from the register. Any info call us at 800-577-TIPS or go to  https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/hJDs04BmVS",1516635959361687553,304,2022-04-20 04:32:45+00:00,Twitter Web App,25,22
239,"***ADDITIONAL IMAGE***                                               
 Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/jfm80CXxok",1516631949632323596,215,2022-04-20 04:16:49+00:00,Twitter Web App,22,18
240,"🚨WANTED for ROBBERY: On 4/18/22 at approx. 6PM, inside W 34 St Herald Sq Station @NYPDMTS Manhattan.  The suspect knocked a phone out of a 33 year-old female victim's hand, &amp; then stabbed a good Samaritan in the leg.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/cHI4DAG9iR",1516631945853218824,300,2022-04-20 04:16:48+00:00,Twitter Web App,137,114
241,🚨WANTED🚨for Public Lewdness while onboard a southbound 7 train traveling toward the 74th &amp; Broadway subway station #jacksonheights #queens On 03/26/22 @ 12:10 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/6Abosgq0Kt,1516274696202948609,306,2022-04-19 04:37:13+00:00,Twitter for iPad,26,18
242,🚨WANTED🚨for an Attempted Criminal Sex Act in the vicinity of Grand Army Plaza #brooklyn On 04/17/22 @ 12:15 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/uirqX3dL6d,1516272135274221568,251,2022-04-19 04:27:02+00:00,Twitter for iPad,33,25
243,🚨WANTED🚨for a Burglary inside 87 Rivington Street via an adjacent residential space #lowereastside #manhattan On 03/20/22 @ 2:53 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/yujLZ8DFGh,1516269498835288068,272,2022-04-19 04:16:34+00:00,Twitter for iPad,35,18
244,￼WANTED￼for a Robbery in the vicinity of Valentine Avenue and East Burnside Avenue #fordham #bronx On 4/14/22 @ 5:45 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/iyFw1Ax56Y,1516267153363808262,264,2022-04-19 04:07:14+00:00,Twitter for iPad,53,55
245,"🚨WANTED for an ASSAULT: On 4/16/22 at approx. 3:28 PM, on the BX12 at Bartow &amp; Edson Ave @NYPD47PCT Bronx.  The suspect spit at &amp; punched a 79 year-old male victim.  Any info call 800-577-TIPS or ANONYMOUSLY post a tip to https://t.co/wbRRvY3L2e. Reward UP to $3,500 https://t.co/ONH76MYo69",1516247003054977026,298,2022-04-19 02:47:10+00:00,Twitter Web App,21,17
246,"🚨WANTED-BURGLARY: On 4/7/22 at approx. 4AM in the vicinity of George St &amp; Cypress Ave @NYPD104PCT Queens.  The suspect forcibly entered a residential bldg. &amp; removed property  Any info call 800-577-TIPS or ANONYMOUSLY post a tip to https://t.co/wbRRvY3L2e  Reward UP to $3,500 https://t.co/mvFlWpCqGd",1516245400910450692,308,2022-04-19 02:40:48+00:00,Twitter Web App,13,13
247,"WANTED for FORCIBLE TOUCHING: On 4/14/22 @ 11:20 AM, on N/B D line inside the 25 Ave station the unidentified individual approached a female victim &amp; grabbed her buttocks @NYPD62PCT Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2 https://t.co/Zx8NUG1s8Q",1515874532569096202,295,2022-04-18 02:07:06+00:00,Twitter Web App,38,30
248,"🚨WANTED-RECKLESS ENDANGERMENT: 4/13/22 at approx. 4:10 AM, vicinity of 115 Ave &amp; 221 St @NYPD105PCT Queens.  The suspect shot a gun in the driveway of a private residence.  Any info call us at 800-577-TIPS or anonymously post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/V8mAQ1bbfs",1515856908720214017,307,2022-04-18 00:57:04+00:00,Twitter Web App,53,57
249,"🚨WANTED-ROBBERY: On 4/15/22 at approx. 12:05 AM, vicinity of Grand Concourse &amp; E 156 St @NYPD44PCT Bronx.  The suspects simulated a gun &amp; took an 18 year-old male victim's property.  Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/hwz91O9COk",1515855341782814726,309,2022-04-18 00:50:51+00:00,Twitter Web App,8,12
250,"🚨WANTED🚨for an ASSAULT inside of 145 E. 149 St. #Bronx @NYPD44Pct   on 3/10/22@ 11:50 PM, individuals displayed a knife and slashed victim.  💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/bFnkNF3JHE",1515581162248364035,247,2022-04-17 06:41:21+00:00,Twitter for iPad,8,16
251,"WANTED CITY WIDE ROBBERY PATTERN During the Month of March and April, Multiple locations, Individuals displayed a firearm and removed property from victims. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/i5qu99OJuJ",1515575159373148160,263,2022-04-17 06:17:30+00:00,Twitter for iPad,22,23
252,"🚨WANTED🚨for an ASSAULT in the vicinity of W. 44 St. &amp; 9 Ave. #Manhattan @NYPDMTN  on 4/15/22 @ 12:15 AM, individual stabbed the victim and made anti-nationality remarks.  💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/We1XsSOidY",1515557747747700744,278,2022-04-17 05:08:19+00:00,Twitter for iPad,23,26
253,WANTED for ROBBERY inside the bus terminal @ Broadway &amp; 74 St.  #Queens  @NYPD110Pct  on 3/28/22 @ 11:30 PM individuals punched kicked  victim and removed property. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/k9JrtHKXjq,1515556772244824064,275,2022-04-17 05:04:26+00:00,Twitter for iPad,24,21
254,"WANTED for ROBBERY inside the Roosevelt Ave “E” train station, #Queens  @NYPD110Pct  @NYPDTransit on 4/14/22@ 11:50 PM individuals punched kicked and struck victim with his cane. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/N0f671KN6B",1515306631894114307,285,2022-04-16 12:30:28+00:00,Twitter for iPad,21,23
255,"🚨WANTED🚨for an ASSAULT in front of 3214 Ave, #Bronx @NYPD42Pct  on 4/8/22@ 11:35 PM, individuals discharged a firearm striking 18 year old victim on the arm. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/uk8jf2TLj5",1515305594974048260,264,2022-04-16 12:26:21+00:00,Twitter for iPad,10,15
256,"WANTED for ROBBERY on the mezzanine of 116 St train station,  #Manhattan @NYPD25Pct @NYPDTransit on 4/14/22@ 4:55 PM individuals punched victim in face and removed chain. 💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/2Px2VF6QwL",1515304245750386694,277,2022-04-16 12:20:59+00:00,Twitter for iPad,22,37
257,"🚨WANTED🚨for Forcible Touching on a S/B “E’ train, @NYPDMTN  @NYPDTransit on 4/7/22 @ 7 A.M., individual approached victim, touched and slapped her butt.  Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/IGhhuqU9iz",1515301867969990657,294,2022-04-16 12:11:32+00:00,Twitter for iPad,10,13
258,"WANTED ATTEMPTED ROBBERY  vicinity of Sheridan Ave &amp; E. 168 St.  #Bronx @NYPD44pct on 4/12/22@ 4:25 PM individuals approached victim, displayed firearm,fired one gunshot towards  fleeing vehicle.  💰Reward up to $3500 Know who they are? Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/4MSfVboQgq",1515300354254118914,307,2022-04-16 12:05:32+00:00,Twitter for iPad,16,26
259,🚨WANTED🚨ROBBERY at 1950 Cross Bronx Expwy #Bronx @NYPD43pct on 4/9/22@ 8:20 PM individuals entered the location and displayed a firearm.  Suspects removed $800 and fled in a gray SUV.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/6RXqSVJnEc,1515297489993277443,289,2022-04-16 11:54:09+00:00,Twitter for iPad,27,39
260,🚨WANTED🚨for Forcible Touching in the vicinity of East Tremont Avenue and Webster Avenue #easttremont #bronx  On 03/31/22 @ 4:45 PM Reward up to $3500 Seen her? Know who she is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/ubn1P9f7cf,1514905946622812166,272,2022-04-15 09:58:17+00:00,Twitter for iPad,29,24
261,WANTED for a Robbery Pattern in the confines of the 10 Precinct #Manhattan within the month of April Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/a25E6lkriO,1514817807493476365,241,2022-04-15 04:08:03+00:00,Twitter Web App,11,15
262,WANTED for Sex Abuse Pattern in the confines of the 48 Precinct #Bronx within the months of March &amp; April Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/7eG9daH5m4,1514814838094008321,250,2022-04-15 03:56:15+00:00,Twitter Web App,10,18
263,WANTED for Reckless Endangerment in the vicinity of 64 Sherif S Byrd Place #mounteden #bronx On 04/07/21 @ 10:05 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/Ou5iTEsof4,1514811773483831303,256,2022-04-15 03:44:05+00:00,Twitter Web App,29,27
264,🚨WANTED🚨Sex Abuse in front of 9511 Church Ave #Brooklyn  @NYPD67pct on 3/31/22@ 2:30A.M Updated Video https://t.co/GTaYrJ1JuH,1514746957956276226,125,2022-04-14 23:26:32+00:00,Twitter Web App,14,15
265,"🚨WANTED🚨Sex Abuse in front of 9511 Church Ave #Brooklyn @NYPD67pct on 3/31/22@ 12:30P.M The individual slapped the victim, ripped the victims pants and underwear &amp; proceeded to sexually abuse her.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/G28jTHGJub",1514516917557633030,303,2022-04-14 08:12:26+00:00,Twitter Web App,45,37
266,"🚨WANTED￼🚨ROBBERY in the vicinity of 200 Baychester Ave #Bronx @NYPD43pct on 4/11/22@ 10PM individuals punched a cab driver in the face, took $20 from his hand &amp; $350 from his jacket pocket.￼💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/QG8fksmO2S",1514487136728535047,301,2022-04-14 06:14:05+00:00,Twitter for iPad,29,25
267,🚨WANTED￼🚨ROBBERY inside of(Fairway)@ 550 2nd Ave #Manhattan @NYPD17pct on 4/9/22@ 12:30P.M the individual filled his backpack with beer valued at $81. The individual displayed a razor &amp; fled.￼💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/Fp2R8QHEWP,1514459100586856450,300,2022-04-14 04:22:41+00:00,Twitter for iPad,13,13
268,"🚨WANTED🚨for an ASSAULT in front of 471 Gates Ave #Brooklyn @NYPD79pct on 4/12/22@ 4:20P.M Two of three individuals displayed firearms and discharged them multiple times, striking three victims.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/0SycyxEUzH",1514454409870286848,299,2022-04-14 04:04:03+00:00,Twitter for iPad,30,39
269,"@jgriffin231 Hello, where was the last time you saw this individual?",1514294786584457220,68,2022-04-13 17:29:46+00:00,Twitter for iPad,27,2
270,#CRIMESTOPPERS https://t.co/FsGIYDaZB1,1514145911395561474,38,2022-04-13 07:38:11+00:00,Twitter for iPad,38,22
271,"🚨 PERSON OF INTEREST 🚨 

This is Frank James who is a person of interest in the shooting in #Brooklyn. Any information can be directed to @NYPDTips at 800-577-TIPS. https://t.co/wx6We4PrZp",1514145492426498049,188,2022-04-13 07:36:31+00:00,Twitter for iPad,60,61
272,WANTED for A Burglary inside of 150-11 Hillside Avenue. #Queens @NYPD107pct on 3/9/22 @ 8:30 AM the individual gained entry into an office by forcing open the door and removing three cellphones Reward up to $3500 Seen them? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/fzfy1Ng60E,1514144767218749440,292,2022-04-13 07:33:38+00:00,Twitter for iPad,8,12
273,"RT @NYPDnews: In regard to the multiple people shot at the 36th Street subway station in Brooklyn, there are NO active explosive devices at…",1513892759190528008,140,2022-04-12 14:52:15+00:00,Twitter for iPhone,0,1756
274,"WANTED for RECKLESS ENDANGERMENT: On 4/11/22 @ 12:18 AM, vicinity S 3rd St &amp; Havemeyer St @NYPD90PCT the unidentified individuals entered the building, one individual discharged a firearm @ an apartment door. Any info call us at 800-577-TIPS or our website https://t.co/TRPPY5zHV2 https://t.co/VjMDiwxOfz",1513745833208041474,308,2022-04-12 05:08:25+00:00,Twitter Web App,33,31
275,https://t.co/Px9kxQFugR,1513646416253571074,23,2022-04-11 22:33:22+00:00,Twitter Web App,4,4
276,"WANTED for ROBBERY: On 3/19/22 @ 4:56 AM, inside a deli located @ 2100 2 Ave @NYPD23PCT, the unidentified individual displayed a firearm &amp; removed property from the location. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2. https://t.co/W68p1tUneQ",1513646412646469643,301,2022-04-11 22:33:21+00:00,Twitter Web App,12,14
277,"🚨WANTED-BURGLARY: 3/26/22 at approx. 4PM, inside PS 175, 64-35 102 St  @NYPD112PCT Queens.  The suspects spray painted anti-black slurs in the classrooms &amp; removed property.  Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500s https://t.co/16DwtK2Y2E",1513646359190122499,298,2022-04-11 22:33:08+00:00,Twitter Web App,15,12
278,https://t.co/KUXa89qiaX,1513644911266082821,23,2022-04-11 22:27:23+00:00,Twitter Web App,16,15
279,"WANTED for ROBBERY: On 3/23/22 @ 10:07 PM, inside Foo Hing restaurant @NYPD40PCT two individuals approached the victim asking for money the victim refused &amp; was pushed to the floor having property removed. call us @ 800-577-TIPS or post on our website https://t.co/TRPPY5zHV2. https://t.co/Sq42zbXTs3",1513644907960971267,304,2022-04-11 22:27:22+00:00,Twitter Web App,46,48
280,"WANTED for HOMICIDE: On 3/7/22 @ 7:45 AM, vicinity of Sheridan Ave &amp; East 164 St @NYPD44PCT George Akino stabbed a 30-year-old victim causing his death. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/4BFlfzWc90",1513038177434542083,299,2022-04-10 06:16:27+00:00,Twitter Web App,28,35
281,"WANTED for ATTEMPTED ASSAULT: On 4/7/22 @ 5:00 PM, vicinity of Lafayette Ave &amp; Castle Hill Ave @NYPD43PCT a dispute between a male &amp; female occurred when three unidentified individuals arrived in a white sedan displayed a firearm &amp; discharged rounds at the male victim. https://t.co/LKmNrG6Kkf",1513031645535870977,305,2022-04-10 05:50:29+00:00,Twitter Web App,35,32
282,*ADDITIONAL PHOTO* https://t.co/z07ZJR0aZx,1513029058254229508,42,2022-04-10 05:40:12+00:00,Twitter Web App,20,15
283,"WANTED for ROBBERY: On 4/5/22 at approx. 6:49 AM, @ the 42 Street-Port Authority Bus Terminal subway station @NYPD14PCT the unidentified individual assaulted &amp; removed property from a 67-year-old victim. Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/oLe2wtBIdo",1513029055985160196,284,2022-04-10 05:40:12+00:00,Twitter Web App,38,33
284,*ADDITIONAL PHOTO* https://t.co/IdzyQ0IuhL,1513026956220063747,42,2022-04-10 05:31:51+00:00,Twitter Web App,12,7
285,"WANTED for ROBBERY: On 3/27/22 at approx. 6:05 AM, vicinity of East 147 St &amp; St. Ann's Ave @NYPD40PCT the unidentified individuals exited a blue Nissan approaching four victims while displaying a firearm &amp; removing property. Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/Ru8kzXF0Oe",1513026952889868288,309,2022-04-10 05:31:50+00:00,Twitter Web App,43,29
286,"WANTED for ROBBERY: On 3/31/22 at approx. 7:25 PM, vicinity of 1525 Saint Nicholas Ave @NYPD34PCT the unidentified individuals assaulted &amp; pointed a gun at a 59 year-old male victim, before removing his property.  Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/lFJvzvH0ky",1513019481907412997,294,2022-04-10 05:02:09+00:00,Twitter Web App,21,28
287,"WANTED for AN Endangering the Welfare of a Child in the v/o of E 5th Stand AveC . #Man @NYPD9pct on 3/16/22 @ 7: 49 AM Suspect approached the 12 y/o female victim asked her to accompany him, a good Samaritan intervened and the individual fled Reward up to Call 1-800-577-TIPS https://t.co/pEPeKnLJQ2",1512723400879480833,299,2022-04-09 09:25:38+00:00,Twitter for iPad,42,42
288,WANTED for AN Assault s/b F train Church Avenue. #Brooklyn @NYPD66pct TD 30 on 3/19/22 @ 2:40 AM  An on duty MTA conductor approached a male to tell him he can’t smoke on the train he then punched her in her face causing a laceration.  Reward up to $3500 Call 1-800-577-TIPS https://t.co/IBix0jUHSH,1512617588639113226,298,2022-04-09 02:25:10+00:00,Twitter for iPad,44,53
289,🚨WANTED🚨for an ASSAULT Aboard a moving N/B ‘B’ train #manhattan @NYPD24pct on 4/6/22@ 4:20P.M. The individuals punched the victim in the face &amp; arms &amp; cut him on the forehead with a sharp object💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/lzB2tsvqcT,1512354141431115777,308,2022-04-08 08:58:20+00:00,Twitter for iPad,68,72
